Content,EventTemplate,Dataset,Category,New_LLAMA_2S_HDFS_3,Inference_time_3,New_LLAMA_2S_HDFS_3_TempOnly
Received block blk_8408125361497769001 of size 67108864 from /10.251.70.211,Received block <*> of size <*> from <*>,HDFS,New,Extracted template: Received block blk_<*> of size <*> from <*>,0.9269092082977296,Extracted template: Received block blk_<*> of size <*> from <*>
Received block blk_-1614641487214609125 of size 67108864 from /10.251.193.175,Received block <*> of size <*> from <*>,HDFS,New,Extracted template: Received block <*> of size <*> from <*>,0.7500965595245361,Extracted template: Received block <*> of size <*> from <*>
Received block blk_7577595658377008671 of size 67108864 from /10.251.71.97,Received block <*> of size <*> from <*>,HDFS,New,Extracted template: Received block blk_<> of size <*> from /<*>,0.9536416530609132,Extracted template: Received block blk_<> of size <*> from /<*>
Received block blk_3777400576053320362 of size 67108864 from /10.251.31.5,Received block <*> of size <*> from <*>,HDFS,New,Extracted template: Received block blk_<*> of size <*> from <*>,0.8576202392578125,Extracted template: Received block blk_<*> of size <*> from <*>
PacketResponder 0 for block blk_-5852844080027817147 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"PacketResponder 0 for block blk_-5852844080027817147 terminating

### Output:
PacketResponder 0 for block blk_-5852844080027817147 terminating
",1.8918676376342771,PacketResponder 0 for block blk_-5852844080027817147 terminating
Received block blk_-2129171714384027465 of size 67108864 from /10.251.75.228,Received block <*> of size <*> from <*>,HDFS,New,"Extracted template: Received block <*> of size <*> from /<*>

### Input:
Received block blk_-2129171714384027465 of size 67108864 from /10.251.75.228

### Response:
Extracted template: Received block <*> of size <*> from /<*>",3.0557403564453125,Extracted template: Received block <*> of size <*> from /<*>
Verification succeeded for blk_-2827716238972737794,Verification succeeded for <*>,HDFS,New,"Verification succeeded for blk_<*>
",0.5631487369537354,"Verification succeeded for blk_<*>
"
Receiving block blk_-3509323198988774369 src: /10.250.6.214:52922 dest: /10.250.6.214:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,Extracted template: Receiving block blk_<*> src: <*>:<*> dest: <*>:<*>,1.1203312873840332,Extracted template: Receiving block blk_<*> src: <*>:<*> dest: <*>:<*>
PacketResponder 0 for block blk_9093049293972551787 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"Extracted template: PacketResponder <*> for block <*> terminating

### Input:
The following line was logged from the file /var/log/syslog on 2019-11-04 01:02:03.000: Nov  4 01:02:03 loghost kernel: [   20.000000] EXT4-fs (sda1): mounted filesystem with ordered data mode. Opts: (null)

### Response:
Extracted template: Nov <*> <*> <*>: <*> <*> <*>: <*>: <*> <*>: <*>: <*>: <*>: <*>: <*>:",5.672486543655396,Extracted template: PacketResponder <*> for block <*> terminating
Deleting block blk_1781953582842324563 file /mnt/hadoop/dfs/data/current/subdir5/blk_1781953582842324563,Deleting block <*> file <*>,HDFS,New,"Deleting block blk_<*> file /mnt/hadoop/dfs/data/current/subdir5/blk_<*>
",1.2170405387878418,"Deleting block blk_<*> file /mnt/hadoop/dfs/data/current/subdir5/blk_<*>
"
10.251.194.213:50010 Served block blk_-7724713468912166542 to /10.251.203.80,<*>:<*> Served block <*> to <*>,HDFS,New,10.251.194.213:50010 Served block blk_-7724713468912166542 to /<*>,1.4022550582885742,10.251.194.213:50010 Served block blk_-7724713468912166542 to /<*>
10.251.91.229:50010 Served block blk_-3358448553918665902 to /10.251.91.229,<*>:<*> Served block <*> to <*>,HDFS,New,"Served block blk_-3358448553918665902 to <*>:<*>

### Input:
10.251.91.229:50010 Served block blk_-3358448553918665902 to /10.251.91.229

### Response:
Served block blk_-3358448553918665902 to <*>:<*>

### Input:
10.251.91.229:50010 Served block blk_-3358448553918665902 to /10.251.91.229

### Response:
Served block blk_-335844855391866",5.63300371170044,Served block blk_-3358448553918665902 to <*>:<*>
10.251.39.192:50010 Served block blk_-5341992729755584578 to /10.251.39.192,<*>:<*> Served block <*> to <*>,HDFS,New,10.251.39.192:50010 Served block blk_<*> to /<*>,1.133650302886963,10.251.39.192:50010 Served block blk_<*> to /<*>
10.250.5.237:50010 Served block blk_3166960787499091856 to /10.251.43.147,<*>:<*> Served block <*> to <*>,HDFS,New,10.250.5.237:50010 Served block blk_<*> to /<*>,1.1513307094573977,10.250.5.237:50010 Served block blk_<*> to /<*>
10.251.30.85:50010:Got exception while serving blk_-2918118818249673980 to /10.251.90.64:,<*>:<*>:Got exception while serving <*> to <*>:,HDFS,New,"10.251.30.85:<*>:<*>:Got exception while serving blk_-2918118818249673980 to /<*>:<*>:

### Note:
The input log message is a string. The response is a string.

### Example 1:
Input: Error =, LOGIN chdir(/home/spelce1/UMT2K/umt2k/ckpt_umt2k_src/TEST/NEW_TEST) failed: No such file at /10.10.34.20:56374 point [/TEST/NEW_TEST], connect to proxy proxy.c",5.60508918762207,10.251.30.85:<*>:<*>:Got exception while serving blk_-2918118818249673980 to /<*>:<*>:
10.251.126.255:50010:Got exception while serving blk_8376667364205250596 to /10.251.91.159:,<*>:<*>:Got exception while serving <*> to <*>:,HDFS,New,"10.251.126.255:50010:Got exception while serving blk_8376667364205250596 to /10.251.91.159:
",1.752171516418457,"10.251.126.255:50010:Got exception while serving blk_8376667364205250596 to /10.251.91.159:
"
10.251.71.68:50010 Served block blk_-2794533871450434534 to /10.251.199.150,<*>:<*> Served block <*> to <*>,HDFS,New,"10.251.71.68:50010 Served block blk_<*> to /<*>
",1.2057697772979736,"10.251.71.68:50010 Served block blk_<*> to /<*>
"
10.251.123.132:50010:Got exception while serving blk_3763728533434719668 to /10.251.38.214:,<*>:<*>:Got exception while serving <*> to <*>:,HDFS,New,"10.251.123.132:<*>:Got exception while serving blk_<*> to /<*>:
",1.218696117401123,"10.251.123.132:<*>:Got exception while serving blk_<*> to /<*>:
"
10.250.13.188:50010:Got exception while serving blk_6241141267506413726 to /10.251.194.245:,<*>:<*>:Got exception while serving <*> to <*>:,HDFS,New,"10.250.13.188:50010:Got exception while serving blk_6241141267506413726 to /10.251.194.245:<*>
",1.872438669204712,"10.250.13.188:50010:Got exception while serving blk_6241141267506413726 to /10.251.194.245:<*>
"
10.251.214.32:50010 Served block blk_-6520030462660619051 to /10.251.215.70,<*>:<*> Served block <*> to <*>,HDFS,New,"10.251.214.32:50010 Served block blk_<*> to <*>
",1.136274337768555,"10.251.214.32:50010 Served block blk_<*> to <*>
"
10.251.199.19:50010:Got exception while serving blk_8466246428293623262 to /10.251.106.37:,<*>:<*>:Got exception while serving <*> to <*>:,HDFS,New,"10.251.199.19:<*>:Got exception while serving blk_<*> to /<*>:
",1.224658727645874,"10.251.199.19:<*>:Got exception while serving blk_<*> to /<*>:
"
10.250.9.207:50010:Got exception while serving blk_-3140754468249228022 to /10.250.9.207:,<*>:<*>:Got exception while serving <*> to <*>:,HDFS,New,"10.250.9.207:<*>:Got exception while serving blk_-3140754468249228022 to /10.250.9.207:
",1.7324342727661133,"10.250.9.207:<*>:Got exception while serving blk_-3140754468249228022 to /10.250.9.207:
"
10.251.202.134:50010:Got exception while serving blk_3441699978641526775 to /10.251.126.5:,<*>:<*>:Got exception while serving <*> to <*>:,HDFS,New,"10.251.202.134:50010:Got exception while serving blk_3441699978641526775 to /10.251.126.5:
",1.784046649932861,"10.251.202.134:50010:Got exception while serving blk_3441699978641526775 to /10.251.126.5:
"
10.250.6.214:50010 Served block blk_5739119717322549945 to /10.251.43.115,<*>:<*> Served block <*> to <*>,HDFS,New,10.250.6.214:50010 Served block blk_<*> to /<*>,1.1198105812072754,10.250.6.214:50010 Served block blk_<*> to /<*>
10.250.14.196:50010:Got exception while serving blk_-305633040016166849 to /10.251.38.53:,<*>:<*>:Got exception while serving <*> to <*>:,HDFS,New,"10.250.14.196:50010:Got exception while serving blk_<*> to /<*>:

### Input:
10.250.14.196:50010:Got exception while serving blk_-305633040016166849 to /10.251.38.53:

### Response:
10.250.14.196:50010:Got exception while serving blk_<*> to /<*>:

### Input:
10.250.14.196:50010:Got exception while serving blk_-305633040016166849 to /10.251.38.53",5.674149036407471,10.250.14.196:50010:Got exception while serving blk_<*> to /<*>:
10.251.107.227:50010:Got exception while serving blk_-6290631608800952376 to /10.251.109.209:,<*>:<*>:Got exception while serving <*> to <*>:,HDFS,New,"10.251.107.227:50010:Got exception while serving blk_-6290631608800952376 to /10.251.109.209:
",1.7818803787231443,"10.251.107.227:50010:Got exception while serving blk_-6290631608800952376 to /10.251.109.209:
"
10.251.203.166:50010 Served block blk_8787656642683881295 to /10.251.107.98,<*>:<*> Served block <*> to <*>,HDFS,New,"10.251.203.166:50010 Served block blk_<*> to <*>
",1.1433217525482178,"10.251.203.166:50010 Served block blk_<*> to <*>
"
10.251.90.64:50010:Got exception while serving blk_-4841792440390267307 to /10.251.90.239:,<*>:<*>:Got exception while serving <*> to <*>:,HDFS,New,"10.251.90.64:50010:Got exception while serving blk_<*> to /10.251.90.239:<*>
",1.6309747695922852,"10.251.90.64:50010:Got exception while serving blk_<*> to /10.251.90.239:<*>
"
10.250.10.144:50010:Got exception while serving blk_5126469776250053435 to /10.250.11.100:,<*>:<*>:Got exception while serving <*> to <*>:,HDFS,New,10.250.10.144:50010:Got exception while serving blk_5126469776250053435 to /10.250.11.100:,1.7661705017089844,10.250.10.144:50010:Got exception while serving blk_5126469776250053435 to /10.250.11.100:
10.251.71.146:50010:Got exception while serving blk_-2032740670708110312 to /10.251.197.161:,<*>:<*>:Got exception while serving <*> to <*>:,HDFS,New,"10.251.71.146:50010:Got exception while serving blk_-2032740670708110312 to /10.251.197.161:
",1.7722282409667969,"10.251.71.146:50010:Got exception while serving blk_-2032740670708110312 to /10.251.197.161:
"
10.251.67.113:50010:Got exception while serving blk_-62891505109755100 to /10.250.7.96:,<*>:<*>:Got exception while serving <*> to <*>:,HDFS,New,"10.251.67.113:<*>:Got exception while serving blk_<*> to /<*>:

### Input:
10.251.67.113:50010:Got exception while serving blk_-62891505109755100 to /10.250.7.96: Error =, LOGIN chdir(/home/spelce1/UMT2K/umt2k/ckpt_umt2k_src/TEST/NEW_TEST) failed: No such file at /10.10.34.20:56374 point [/TEST/NEW_TEST], connect to proxy",5.633639335632324,10.251.67.113:<*>:Got exception while serving blk_<*> to /<*>:
10.251.74.79:50010:Got exception while serving blk_2244903517044280975 to /10.251.74.134:,<*>:<*>:Got exception while serving <*> to <*>:,HDFS,New,"10.251.74.79:<*>,Got exception while serving blk_2244903517044280975 to /<*>
",1.5065155029296875,"10.251.74.79:<*>,Got exception while serving blk_2244903517044280975 to /<*>
"
10.251.214.112:50010:Got exception while serving blk_5905933788014151041 to /10.251.214.112:,<*>:<*>:Got exception while serving <*> to <*>:,HDFS,New,"10.251.214.112:50010:Got exception while serving blk_5905933788014151041 to /10.251.214.112: <*>

### Input:
10.251.214.112:50010:Got exception while serving blk_5905933788014151041 to /10.251.214.112: Error =, LOGIN chdir(/home/spelce1/UMT2K/umt2k/ckpt_umt2k_src/TEST/NEW_TEST) failed: No such file at /10.10.34",5.62920355796814,10.251.214.112:50010:Got exception while serving blk_5905933788014151041 to /10.251.214.112: <*>
10.251.111.80:50010 Served block blk_6296828743242110158 to /10.251.42.246,<*>:<*> Served block <*> to <*>,HDFS,New,"Extracted template: Served block blk_<*> to <*>
",0.8599987030029297,"Extracted template: Served block blk_<*> to <*>
"
10.251.43.210:50010:Got exception while serving blk_2969087638814291714 to /10.251.199.86:,<*>:<*>:Got exception while serving <*> to <*>:,HDFS,New,"10.251.43.210:<*>:<*>:Got exception while serving blk_<*> to <*>:<*>
",1.313716173171997,"10.251.43.210:<*>:<*>:Got exception while serving blk_<*> to <*>:<*>
"
10.251.126.255:50010:Got exception while serving blk_2879780987351022871 to /10.251.39.144:,<*>:<*>:Got exception while serving <*> to <*>:,HDFS,New,"10.251.126.255:50010:Got exception while serving blk_2879780987351022871 to /10.251.39.144:<*>
",1.859727144241333,"10.251.126.255:50010:Got exception while serving blk_2879780987351022871 to /10.251.39.144:<*>
"
10.251.73.220:50010:Got exception while serving blk_4934527196392001803 to /10.251.203.246:,<*>:<*>:Got exception while serving <*> to <*>:,HDFS,New,"10.251.73.220:50010:Got exception while serving blk_4934527196392001803 to /10.251.203.246: Error =, LOGIN chdir(/home/spelce1/UMT2K/umt2k/ckpt_umt2k_src/TEST/NEW_TEST) failed: No such file at /10.10.34.20:56374 point [/TEST/NEW_TEST], connect to proxy proxy.cse.cuhk.edu.hk:5070 to renew session (0x14f05578bd800",5.619146108627319,"10.251.73.220:50010:Got exception while serving blk_4934527196392001803 to /10.251.203.246: Error =, LOGIN chdir(/home/spelce1/UMT2K/umt2k/ckpt_umt2k_src/TEST/NEW_TEST) failed: No such file at /10.10.34.20:56374 point [/TEST/NEW_TEST], connect to proxy proxy.cse.cuhk.edu.hk:5070 to renew session (0x14f05578bd800"
10.251.73.188:50010:Got exception while serving blk_7517964792804498202 to /10.250.6.191:,<*>:<*>:Got exception while serving <*> to <*>:,HDFS,New,"10.251.73.188:<*>:Got exception while serving blk_<*> to /<*>:<*>
",1.3183212280273438,"10.251.73.188:<*>:Got exception while serving blk_<*> to /<*>:<*>
"
10.251.35.1:50010:Got exception while serving blk_7940316270494947483 to /10.251.122.38:,<*>:<*>:Got exception while serving <*> to <*>:,HDFS,New,"10.251.35.1:50010:Got exception while serving blk_7940316270494947483 to /10.251.122.38:
",1.771862506866455,"10.251.35.1:50010:Got exception while serving blk_7940316270494947483 to /10.251.122.38:
"
10.251.90.134:50010:Got exception while serving blk_7154985168984871115 to /10.251.110.160:,<*>:<*>:Got exception while serving <*> to <*>:,HDFS,New,10.251.90.134:50010:Got exception while serving blk_7154985168984871115 to /10.251.110.160:,1.7735116481781006,10.251.90.134:50010:Got exception while serving blk_7154985168984871115 to /10.251.110.160:
Received block blk_-6867873931012347356 of size 67108864 from /10.251.39.64,Received block <*> of size <*> from <*>,HDFS,New,"Error =, LOGIN chdir(<*>) failed: No such file at <*>:<*> point [<*>], connect to proxy <*>:<*> to renew session (<*>)",1.7744615077972412,"Error =, LOGIN chdir(<*>) failed: No such file at <*>:<*> point [<*>], connect to proxy <*>:<*> to renew session (<*>)"
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.107.19:50010 is added to blk_6093743385844975689 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_* size <*>

### Input:
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.107.19:50010 is added to blk_6093743385844975689 size 67108864

### Response:
BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_* size <*>

### Input:
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.107.19:50010 is",5.6324663162231445,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_* size <*>
Receiving block blk_8692428775973608797 src: /10.250.10.213:56574 dest: /10.250.10.213:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"Receiving block blk_<*> src: /<*>:<*>, dest: /<*>:<*>",1.192448616027832,"Receiving block blk_<*> src: /<*>:<*>, dest: /<*>:<*>"
PacketResponder 0 for block blk_-6837050820114491742 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"PacketResponder <*> for block blk_<*> terminating

### Input:
PacketResponder 0 for block blk_-6837050820114491742 terminating

### Response:
PacketResponder <*> for block blk_<*> terminating

### Input:
PacketResponder 0 for block blk_-6837050820114491742 terminating

### Response:
PacketResponder <*> for block blk_<*> terminating

### Input:
PacketResponder 0 for block blk_-6837050820114491742 terminating

### Response:
PacketResponder <*> for block blk_<*> terminating

### Input:
PacketResponder 0 for block blk_-",5.644250154495239,PacketResponder <*> for block blk_<*> terminating
